@relation letter-weka.filters.unsupervised.attribute.RandomProjection-N10-R10-DSparse1-weka.filters.unsupervised.attribute.RandomProjection-N16-R10-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
6,-9,51,123,-108,-129,-66,-18,9,159,-39,33,-105,-24,-9,-18,V
9,-39,42,-3,-3,-27,21,54,-51,78,-66,12,-90,-6,-33,6,T
3,-15,45,102,-96,-87,-66,3,-3,84,-48,66,-75,-78,-57,-30,D
12,-21,51,39,-63,-81,-24,12,-3,108,-45,21,-90,-30,-54,-21,H
-6,-12,39,3,-27,-60,-9,21,-24,90,-24,3,-99,-18,-72,-39,K
42,-18,60,141,-117,-120,-102,-3,6,117,-33,75,-93,-114,-42,-18,O
6,-42,45,51,-48,-57,-12,18,-3,126,-57,21,-57,9,-9,-9,Y
18,-33,15,-36,3,-0,39,39,-48,24,-72,9,-51,-42,-51,15,N
-18,9,42,84,-111,-114,-54,-12,-6,72,-42,48,-123,-69,-81,-42,V
-24,-18,57,90,-72,-63,-54,36,-21,60,-45,75,-93,-72,-69,-36,Z
45,-30,36,30,-45,-66,-24,12,-18,87,-33,18,-84,-63,-42,-6,O
45,-18,21,-78,15,-21,36,24,-27,42,-27,-30,-66,-36,-69,3,A
15,-21,39,45,-54,-69,-36,15,-21,90,-36,33,-87,-69,-69,-30,X
12,-12,42,75,-99,-96,-54,-6,0,72,-42,51,-93,-81,-72,-33,I
-15,-9,51,105,-102,-93,-60,6,-3,72,-45,66,-99,-66,-54,-30,R
129,-60,33,-51,9,-54,-15,21,-30,117,9,-24,-90,-111,-78,-15,J
42,-24,96,240,-216,-222,-198,-45,60,216,-3,111,-132,-123,-81,-102,Z
-12,6,45,180,-198,-165,-108,-51,27,111,-81,96,-96,-96,-72,-48,W
-33,3,57,174,-111,-96,-111,18,-18,78,-27,108,-105,-135,-66,-42,Q
-24,-24,72,132,-99,-78,-78,39,-12,69,-54,102,-96,-84,-63,-36,Z
9,-3,36,111,-123,-117,-63,-24,3,93,-60,54,-90,-66,-42,-18,C
0,-9,93,165,-156,-147,-108,6,27,114,-45,96,-129,-90,-60,-33,Q
21,-21,63,126,-102,-129,-84,-15,27,183,-15,33,-90,-21,-9,-33,K
12,-12,93,162,-144,-150,-99,9,18,162,-66,81,-120,-69,-42,-15,P
54,-9,18,39,-33,-57,-39,15,-51,42,-18,30,-99,-138,-57,6,N
6,-9,66,129,-93,-102,-84,24,-18,102,-39,75,-114,-93,-48,-18,H
18,-39,105,111,-66,-99,-66,51,9,195,-48,48,-93,3,-6,-6,I
51,-18,12,84,-72,-78,-54,-6,-42,57,-36,48,-96,-138,-39,3,M
12,-36,99,72,-48,-69,-42,72,-15,135,-66,57,-96,-33,-45,0,J
-3,-0,51,117,-102,-111,-72,-0,-9,108,-42,57,-108,-72,-48,-24,H
39,-9,18,81,-45,-54,-60,21,-60,36,-24,60,-96,-168,-57,3,N
12,-12,54,87,-99,-108,-66,3,-6,84,-30,54,-120,-81,-72,-39,L
-15,-15,78,66,-42,-63,-45,51,-9,114,-33,45,-87,-30,-54,-24,L
-3,12,57,186,-159,-150,-123,-21,6,87,-21,96,-138,-144,-60,-36,O
-0,-42,33,12,-33,-33,18,24,-15,87,-75,15,-48,12,-24,-3,Y
36,-24,18,30,-90,-105,-15,-45,21,117,-39,-9,-75,-9,-30,-24,M
-24,-36,54,9,-27,-30,0,51,-24,69,-57,36,-75,-12,-78,-39,Z
-0,-24,33,39,-33,-48,-15,27,-36,81,-42,27,-87,-48,-45,-15,U
-12,6,66,132,-135,-141,-93,-9,9,102,-27,69,-138,-81,-75,-51,L
24,-21,42,63,-75,-90,-30,-3,-0,123,-51,21,-81,-39,-27,-3,N
18,-3,36,39,-48,-69,-45,18,-33,54,-15,36,-108,-111,-90,-30,R
39,-27,75,105,-108,-111,-72,9,21,108,-42,60,-93,-63,-33,-9,L
39,-18,63,60,-57,-99,-60,18,-9,129,-6,24,-117,-69,-57,-27,G
42,-33,51,54,-33,-87,-54,12,-9,171,3,3,-90,-21,-27,-36,F
24,-48,36,-33,6,-15,39,42,-27,84,-63,-9,-54,18,-21,12,Y
24,-39,42,21,-27,-39,3,36,-27,90,-66,21,-66,-30,-27,12,T
6,-27,12,-48,6,-3,33,33,-45,15,-42,3,-66,-51,-78,-15,D
24,-42,39,42,-48,-66,-15,9,-6,129,-45,12,-69,-12,-18,-12,U
42,-21,45,15,-33,-69,-30,27,-33,87,-24,18,-108,-81,-78,-21,Q
72,-27,-15,-30,-24,-54,3,-21,-42,57,-21,-18,-81,-99,-69,-15,M
30,-15,51,69,-45,-60,-51,39,-36,60,-30,54,-99,-111,-51,3,P
27,-3,57,120,-99,-117,-102,12,-27,84,-15,75,-138,-141,-84,-39,Q
48,-15,69,99,-90,-102,-75,15,6,102,-36,57,-90,-93,-39,3,A
6,-12,39,39,-42,-54,-27,27,-30,51,-30,36,-96,-78,-63,-15,G
-63,15,63,213,-102,-78,-123,33,-18,66,-24,126,-84,-111,-27,-27,L
6,-36,78,165,-123,-99,-81,18,21,129,-75,93,-63,-54,0,3,T
12,15,57,108,-144,-165,-84,-33,15,105,-21,42,-156,-75,-75,-45,G
15,-27,39,6,-42,-63,-6,15,-15,90,-42,9,-87,-24,-63,-27,P
-75,33,54,126,-36,-51,-81,42,-27,63,15,66,-90,-60,-39,-36,L
18,-24,39,24,-33,-54,3,33,-42,81,-69,18,-96,-30,-30,15,V
-6,-6,45,108,-81,-90,-81,12,-24,93,-18,66,-108,-117,-81,-48,P
-45,12,99,231,-129,-126,-147,27,18,144,-18,117,-99,-78,-24,-36,L
-57,15,9,111,-117,-75,-24,-21,-15,36,-93,66,-69,-78,-42,0,M
57,-39,33,-27,3,-45,6,21,-21,111,-18,-24,-72,-9,-30,-6,F
-12,-15,48,102,-78,-66,-60,27,-24,60,-45,78,-90,-108,-66,-24,O
27,-9,36,72,-93,-90,-54,-15,12,60,-30,42,-72,-69,-45,-18,S
42,-30,33,72,-60,-78,-33,12,-36,93,-48,33,-105,-75,-15,12,V
-39,45,51,234,-249,-234,-153,-96,60,144,-30,87,-144,-84,-69,-81,W
3,-21,42,78,-60,-57,-45,30,-33,57,-45,63,-90,-96,-57,-15,O
9,0,60,153,-138,-132,-102,-6,0,87,-39,87,-123,-120,-60,-27,O
63,-54,66,-18,-6,-45,3,51,-15,126,-48,-0,-72,-18,-42,6,J
24,-21,54,111,-99,-96,-66,9,-6,90,-51,66,-93,-87,-36,-6,O
12,-21,78,141,-132,-114,-78,15,12,99,-78,90,-93,-72,-36,-3,F
12,-33,48,24,-18,-51,-3,42,-39,114,-51,12,-96,-12,-30,-3,T
21,9,48,60,-54,-84,-60,9,-6,96,-6,27,-87,-87,-63,-18,A
12,-9,66,129,-123,-138,-84,-15,24,150,-30,48,-108,-48,-33,-30,H
12,-9,60,165,-138,-162,-108,-42,42,195,-3,39,-105,-27,-3,-45,K
27,3,66,111,-84,-111,-93,21,-21,84,-6,63,-138,-120,-63,-21,R
0,12,96,195,-162,-174,-132,0,18,141,-30,93,-156,-99,-51,-30,R
63,-24,75,81,-87,-105,-72,21,3,108,-36,54,-102,-108,-60,-3,A
-18,-24,93,120,-63,-75,-66,66,-21,123,-57,78,-102,-30,-30,-12,I
18,-39,123,150,-84,-114,-93,63,6,207,-54,75,-108,-24,-12,-6,I
-3,-3,42,120,-144,-138,-60,-42,30,129,-60,42,-90,-33,-30,-24,M
9,-42,111,123,-78,-96,-69,63,-0,180,-72,72,-96,-18,-24,-6,I
60,-33,66,108,-102,-120,-72,-0,12,144,-36,45,-102,-81,-21,-0,S
-21,39,57,210,-213,-213,-144,-75,51,144,-21,75,-135,-69,-54,-66,R
3,-12,45,120,-90,-81,-60,15,-21,84,-66,72,-81,-87,-30,3,N
9,9,54,153,-129,-132,-114,-15,6,93,-6,78,-120,-138,-66,-39,Q
-6,-27,78,93,-90,-99,-57,21,15,144,-48,51,-90,-24,-51,-36,Z
30,-15,24,51,-93,-114,-30,-42,18,126,-30,-3,-87,-18,-27,-24,M
15,-21,9,-12,-45,-54,27,-9,-18,81,-75,-9,-60,-15,-45,-0,W
45,-36,6,60,-39,-45,-39,9,-51,42,-12,42,-93,-144,-42,-9,U
21,-24,90,84,-87,-99,-51,42,-3,105,-60,60,-120,-60,-51,-0,I
33,-21,69,129,-96,-108,-93,21,-12,117,-33,75,-111,-114,-51,-18,O
15,-21,45,18,-30,-72,-33,21,-24,114,-3,9,-111,-57,-84,-51,C
57,-33,27,27,-39,-69,-12,9,-33,87,-36,6,-102,-57,-18,12,V
-12,-24,21,18,-36,-51,0,9,-27,87,-39,9,-84,-24,-54,-33,U
-27,-3,84,183,-99,-108,-126,27,6,135,-0,93,-102,-78,-36,-48,E
30,-21,36,87,-84,-87,-39,9,-33,93,-78,51,-96,-90,-36,12,W
9,-12,39,36,-57,-63,-24,15,-15,48,-36,33,-90,-63,-60,-15,R
72,-51,81,15,-21,-48,-27,72,-30,102,-54,42,-90,-105,-75,12,J
78,-36,-27,-123,36,6,69,3,-54,-3,-27,-51,-57,-69,-66,12,M
93,-48,93,81,-42,-78,-87,66,-24,138,-21,66,-102,-159,-69,3,J
39,-21,18,-6,-33,-51,-9,6,-27,51,-27,9,-81,-84,-75,-18,X
9,-6,57,114,-102,-105,-78,9,-9,78,-33,69,-114,-96,-57,-24,R
-9,-9,84,96,-96,-99,-57,36,-3,105,-66,69,-111,-69,-72,-15,R
3,-6,42,138,-138,-99,-81,-9,3,33,-63,99,-81,-129,-60,-15,Z
42,-21,45,18,-21,-45,-18,42,-39,54,-36,27,-93,-84,-51,12,P
123,-57,60,15,-12,-54,-42,51,-36,99,-18,27,-93,-144,-54,21,J
-21,3,81,192,-156,-144,-123,6,6,93,-36,111,-141,-108,-60,-42,B
-24,9,111,264,-195,-171,-162,6,39,129,-42,141,-129,-114,-30,-24,S
-0,-6,66,108,-108,-114,-66,3,12,120,-45,54,-102,-63,-51,-21,H
-27,3,39,156,-114,-84,-87,9,-24,39,-51,105,-93,-135,-57,-21,N
18,6,87,174,-135,-144,-123,3,24,135,-24,84,-111,-105,-39,-15,A
123,-57,69,42,-21,-66,-63,54,-36,120,-15,39,-99,-153,-54,15,J
-30,9,75,165,-129,-135,-102,3,9,120,-27,78,-129,-60,-42,-39,K
-9,-6,57,108,-90,-87,-66,21,-15,69,-45,72,-102,-78,-54,-21,R
0,-21,81,105,-102,-114,-63,21,6,141,-57,57,-111,-36,-51,-27,E
-15,-3,63,162,-102,-111,-90,15,-15,123,-36,75,-117,-72,-18,-15,U
3,-24,48,33,-54,-51,-3,33,-21,78,-87,39,-69,-48,-57,6,N
-12,-0,84,147,-84,-114,-108,27,0,138,6,66,-123,-57,-36,-42,E
63,-9,33,57,-33,-63,-60,27,-51,51,-6,42,-108,-159,-60,6,H
6,-9,51,90,-78,-81,-66,21,-21,54,-27,66,-108,-99,-66,-27,B
-45,12,45,120,-72,-60,-51,30,-30,60,-63,75,-78,-72,-33,3,N
0,-18,69,126,-84,-99,-84,27,-15,126,-27,69,-114,-84,-51,-33,G
-33,-12,54,108,-96,-78,-54,21,-12,66,-60,78,-93,-66,-60,-30,X
33,-30,36,-3,-15,-48,12,33,-42,84,-51,0,-99,-30,-33,12,V
-15,36,69,195,-213,-219,-138,-60,39,126,-21,78,-174,-87,-75,-66,G
27,-6,84,159,-138,-144,-108,3,18,138,-45,81,-114,-102,-45,-12,A
15,-21,54,90,-69,-69,-51,30,-21,75,-51,63,-87,-84,-39,-0,X
15,-27,39,-39,12,-24,9,48,-42,60,-18,0,-93,-45,-87,-30,C
21,-9,48,120,-132,-111,-81,-12,9,57,-51,81,-90,-114,-63,-21,Z
-6,-9,-6,48,-105,-90,-18,-51,0,69,-60,21,-66,-51,-66,-42,M
60,-6,33,120,-105,-126,-87,-24,-12,99,-18,45,-114,-111,-21,-3,M
57,-36,66,99,-54,-93,-69,18,3,165,-12,27,-81,-33,15,3,F
9,-33,6,-33,-9,-12,36,21,-42,45,-72,3,-48,-30,-60,-6,N
24,-27,90,84,-75,-102,-54,42,-6,153,-60,48,-111,-45,-48,-6,F
21,-36,30,-24,9,-15,33,54,-63,51,-66,6,-90,-30,-39,18,T
54,-30,9,45,-39,-57,-36,3,-45,54,-9,27,-99,-129,-45,-9,U
36,-39,45,-3,-3,-45,-6,33,-21,123,-21,-6,-75,-18,-39,-15,C
-18,-12,72,144,-96,-108,-72,30,-24,129,-57,72,-129,-51,-24,-12,T
-36,-6,57,126,-108,-99,-90,9,-3,81,-21,84,-108,-90,-90,-72,S
-12,3,108,198,-180,-180,-132,3,30,150,-45,105,-156,-96,-72,-45,B
24,-24,21,-6,-54,-57,18,-3,-9,63,-69,3,-66,-30,-48,3,M
3,-24,81,162,-132,-126,-99,12,12,144,-54,90,-105,-87,-48,-30,S
-27,-18,42,54,-63,-57,-33,24,-21,57,-45,54,-87,-57,-84,-48,Z
30,-27,24,-24,-12,-48,24,15,-30,90,-42,-21,-87,-9,-33,3,V
21,-3,39,99,-123,-123,-72,-30,15,84,-30,48,-99,-81,-57,-33,G
36,-24,72,111,-69,-99,-69,24,-3,156,-36,42,-90,-39,0,6,F
-3,-3,66,144,-129,-123,-99,6,-3,75,-33,90,-129,-108,-69,-39,B
0,-18,57,135,-117,-117,-72,-3,3,132,-60,63,-96,-42,-24,-21,F
45,-36,9,-45,-0,-42,33,6,-36,93,-33,-36,-84,-15,-36,-3,Y
-3,-15,66,129,-111,-102,-78,18,-6,93,-54,84,-105,-96,-60,-24,D
33,-33,72,105,-66,-102,-78,21,0,171,-12,39,-99,-48,-24,-27,C
-18,-6,36,39,-54,-72,-30,6,-12,87,-21,21,-93,-36,-72,-48,K
12,-18,45,81,-66,-72,-51,21,-24,75,-39,54,-93,-81,-48,-15,H
63,-51,-6,-129,51,9,87,30,-63,36,-48,-57,-72,-12,-51,15,Y
6,3,90,147,-123,-144,-102,18,0,132,-36,75,-147,-84,-57,-24,R
9,-21,60,102,-66,-87,-51,36,-39,120,-60,54,-117,-57,-27,-0,T
-3,12,63,138,-114,-138,-99,-9,6,126,-6,54,-132,-75,-48,-39,H
-6,0,57,123,-126,-123,-78,0,-9,87,-54,75,-126,-96,-75,-33,R
-12,-3,66,153,-96,-108,-102,18,-12,105,-9,78,-123,-87,-39,-36,C
12,-6,87,189,-147,-150,-105,-3,30,174,-60,78,-99,-60,0,6,N
-3,-6,63,114,-126,-138,-81,-15,18,135,-33,51,-117,-48,-66,-54,X
27,-9,27,60,-75,-93,-24,-9,-21,99,-57,18,-99,-57,-27,9,W
3,-30,12,-30,6,-3,39,36,-51,33,-60,3,-63,-30,-45,6,U
42,-33,51,3,-21,-60,-3,30,-18,123,-42,-3,-84,-21,-36,3,F
12,-27,90,81,-81,-96,-48,45,-6,135,-72,57,-108,-48,-60,-9,F
48,-39,6,60,-42,-48,-36,9,-54,45,-21,42,-96,-138,-39,-6,U
48,-12,69,105,-114,-126,-81,-3,18,114,-36,54,-102,-90,-48,-9,A
-12,-3,75,177,-147,-138,-105,-3,18,120,-51,90,-108,-60,-30,-27,X
-21,-6,69,171,-159,-141,-84,-12,21,129,-72,84,-111,-66,-33,-18,K
42,-15,12,-66,6,-27,21,21,-45,15,-15,-15,-93,-78,-93,-15,R
-72,36,57,141,-42,-60,-93,39,-24,75,21,69,-93,-69,-36,-36,L
36,-30,51,72,-66,-75,-42,18,-9,108,-51,42,-75,-72,-33,3,F
-12,-9,57,138,-99,-87,-84,21,-15,75,-39,90,-99,-117,-57,-24,O
15,-6,42,126,-99,-96,-84,3,-18,66,-30,75,-102,-120,-48,-18,U
27,-33,45,48,-42,-66,-15,27,-30,108,-54,21,-96,-30,-15,9,V
42,-15,24,-54,0,-33,21,18,-21,51,-24,-21,-69,-45,-66,0,A
18,-9,48,120,-108,-96,-78,3,-6,60,-45,78,-90,-108,-48,-12,B
42,-9,54,132,-132,-153,-111,-30,15,135,-3,54,-126,-108,-63,-51,Q
-30,-21,48,51,-57,-48,-18,36,-24,54,-63,54,-84,-39,-66,-27,X
0,-15,48,114,-87,-96,-66,-3,6,132,-30,45,-78,-45,-21,-24,U
-12,21,72,210,-189,-186,-144,-39,36,129,-18,93,-138,-99,-54,-54,B
21,-33,18,-24,-15,-21,15,27,-39,36,-54,15,-63,-57,-75,-15,H
12,6,33,144,-159,-150,-81,-45,6,111,-75,63,-102,-78,-42,-18,W
48,-33,48,45,-33,-81,-45,12,-9,159,-9,3,-81,-27,-27,-24,F
9,-9,48,72,-57,-66,-54,33,-36,51,-30,60,-108,-111,-72,-18,R
63,-27,0,12,-33,-45,-9,3,-51,27,-39,18,-84,-114,-45,12,M
108,-57,78,6,-6,-48,-36,72,-36,105,-33,33,-93,-126,-69,18,J
-9,-18,90,144,-123,-138,-102,21,0,162,-45,81,-135,-69,-81,-60,J
-21,12,78,210,-174,-168,-144,-12,12,102,-15,111,-159,-123,-69,-60,B
-36,18,84,222,-168,-171,-141,-15,27,150,-21,96,-135,-63,-33,-51,K
-0,-6,51,168,-156,-147,-90,-33,21,126,-48,69,-111,-69,-18,-21,H
15,-15,48,90,-78,-93,-69,9,-15,108,-27,51,-99,-90,-66,-36,X
21,-15,60,120,-99,-102,-90,15,-12,81,-27,78,-111,-114,-63,-30,S
18,-9,48,135,-132,-123,-99,-18,9,90,-33,78,-96,-111,-66,-42,J
33,-33,21,-60,18,-18,51,36,-48,66,-57,-27,-78,-3,-36,18,V
24,-21,36,30,-69,-78,-12,0,-6,87,-60,18,-81,-39,-48,-6,M
3,-21,33,12,-33,-42,-3,27,-30,54,-48,24,-81,-48,-63,-15,H
9,-42,51,33,-33,-51,-6,33,-15,126,-60,18,-66,6,-24,-9,Y
-33,-3,57,174,-111,-93,-102,18,-15,78,-33,105,-102,-117,-48,-33,D
15,-12,72,195,-153,-141,-123,-9,21,123,-36,99,-105,-111,-27,-21,O
18,-21,24,-30,-18,-36,6,24,-36,24,-24,9,-96,-69,-93,-30,G
0,-33,60,63,-69,-75,-27,21,3,120,-60,36,-75,-6,-33,-18,E
-9,-24,18,15,-27,-36,0,24,-48,57,-48,24,-87,-57,-69,-27,U
-24,-9,30,135,-108,-78,-54,-6,-6,54,-60,75,-72,-66,-9,-3,U
-6,-3,45,96,-99,-93,-72,3,-9,42,-18,69,-114,-108,-81,-45,B
-3,-9,84,135,-108,-117,-87,21,9,132,-42,72,-108,-60,-45,-24,S
-6,18,54,165,-174,-174,-108,-51,36,132,-36,63,-117,-63,-48,-45,R
9,-12,75,138,-81,-111,-102,27,-15,144,-6,66,-126,-93,-48,-36,C
42,-39,6,-21,-18,-48,18,0,-36,87,-36,-18,-84,-36,-42,-12,V
33,-6,-18,9,-21,-33,-21,-3,-63,9,-9,21,-84,-162,-90,-21,N
9,-21,42,24,-21,-48,-24,36,-36,72,-15,24,-102,-66,-66,-27,C
24,-27,15,-42,-3,-15,24,30,-45,15,-42,6,-75,-66,-78,-9,Q
12,-27,99,207,-135,-126,-129,33,6,132,-42,120,-117,-117,-27,-15,C
6,-18,87,150,-123,-132,-87,12,18,171,-57,69,-105,-54,-30,-15,F
27,-27,60,21,-48,-60,-12,39,-18,78,-63,33,-90,-63,-66,3,P
-6,-9,66,183,-156,-144,-96,-21,30,147,-57,78,-96,-57,-9,-15,K
-60,33,54,144,-63,-78,-96,21,-12,78,21,66,-99,-72,-36,-39,L
18,-30,51,45,-54,-51,-18,36,-21,69,-78,48,-66,-48,-45,6,I
51,-36,30,-36,0,-21,15,39,-39,45,-45,6,-69,-69,-66,6,O
9,-3,84,138,-129,-141,-93,9,9,123,-42,72,-135,-75,-54,-24,B
-45,30,36,147,-117,-111,-75,-18,-3,93,-45,63,-93,-72,-36,-18,M
-15,-24,93,123,-99,-102,-75,39,6,135,-54,78,-105,-48,-57,-33,Z
24,-24,39,147,-141,-108,-93,-18,6,54,-48,96,-84,-126,-48,-27,Y
-12,3,66,165,-129,-129,-105,3,-3,102,-33,87,-126,-93,-48,-33,D
12,-15,51,117,-90,-96,-75,15,-24,84,-33,69,-117,-102,-48,-21,O
-9,27,30,162,-192,-183,-93,-84,45,129,-54,48,-99,-39,-30,-36,M
-3,0,63,129,-135,-141,-90,-18,21,117,-30,60,-117,-54,-57,-48,X
-3,-12,78,189,-150,-159,-111,-21,39,189,-33,66,-105,-24,-0,-33,X
15,-12,12,39,-78,-96,-18,-27,-18,117,-57,6,-90,-48,-60,-27,W
-27,-6,66,246,-195,-162,-126,-36,42,153,-60,108,-93,-72,3,-24,K
-15,-9,45,51,-51,-66,-33,21,-18,81,-30,33,-93,-39,-60,-33,K
42,-45,24,-36,-0,-33,27,18,-21,105,-42,-24,-57,3,-30,-3,U
6,-42,27,-39,9,-15,42,42,-45,78,-63,-9,-72,9,-45,-6,T
9,-24,42,9,-42,-60,0,15,-6,102,-51,6,-72,-12,-51,-15,K
48,-33,105,132,-99,-111,-96,51,-3,129,-51,90,-117,-111,-51,0,I
-12,6,42,171,-192,-165,-105,-60,39,114,-60,81,-93,-75,-60,-54,V
57,-45,24,-90,36,-12,48,36,-36,75,-30,-42,-66,3,-48,0,F
-6,-3,84,171,-147,-165,-111,-18,39,186,-24,60,-120,-30,-27,-45,K
-30,-6,96,225,-177,-150,-120,3,36,147,-72,117,-102,-69,-21,-18,X
48,-9,60,123,-114,-147,-111,-12,-3,138,-6,54,-135,-108,-69,-48,Q
-6,-15,36,6,-33,-57,-9,18,-21,84,-30,9,-90,-27,-75,-39,K
33,-42,36,-24,-12,-39,15,30,-27,93,-51,-3,-72,-15,-54,-12,F
15,-18,54,129,-129,-108,-78,-3,6,75,-66,84,-84,-81,-45,-18,D
-30,0,75,171,-126,-126,-105,9,6,126,-33,87,-117,-69,-45,-42,K
45,-12,63,102,-78,-96,-75,24,-18,90,-30,60,-111,-117,-42,6,P
9,-33,9,-48,6,-9,42,30,-51,39,-54,-6,-72,-36,-66,-9,U
12,-12,60,141,-102,-99,-87,15,-9,93,-39,81,-99,-108,-36,-9,X
-3,-3,66,177,-159,-150,-108,-18,18,135,-63,87,-102,-63,-39,-33,L
33,-6,60,147,-132,-153,-123,-21,9,141,-3,66,-129,-120,-72,-57,Q
30,-18,66,153,-129,-126,-96,-3,12,114,-42,78,-102,-93,-24,-9,O
3,-18,30,39,-66,-69,-27,6,-21,66,-45,36,-90,-72,-81,-36,H
-3,9,63,162,-114,-126,-117,0,-0,120,-9,78,-114,-111,-54,-39,G
6,6,45,150,-153,-147,-108,-45,33,99,-12,66,-102,-87,-51,-51,Q
24,-24,54,93,-69,-93,-45,18,-21,126,-45,36,-111,-48,-9,6,Y
-6,-30,72,54,-60,-72,-30,39,-6,117,-57,42,-90,-21,-60,-27,Z
24,-27,45,3,-12,-48,-15,39,-36,87,-18,12,-102,-63,-72,-24,C
45,6,69,150,-150,-195,-132,-33,9,186,-15,51,-156,-90,-75,-60,P
-45,15,6,12,-3,-18,-12,15,-36,12,15,12,-75,-54,-66,-42,L
36,0,66,102,-105,-126,-78,3,0,108,-30,51,-126,-108,-60,-9,P
-27,-12,78,174,-132,-102,-102,30,-6,57,-54,123,-114,-108,-57,-30,S
51,-42,15,-78,21,-15,60,27,-39,66,-54,-39,-66,3,-30,21,V
-36,-15,96,168,-132,-105,-81,48,-9,102,-99,120,-114,-90,-60,-9,X
45,-33,24,-33,-3,-33,33,30,-45,60,-57,-12,-87,-27,-30,24,V
-33,-6,81,186,-93,-96,-117,39,-12,129,-18,102,-105,-99,-39,-36,C
33,-21,3,-12,-42,-63,12,-12,-33,81,-57,-9,-81,-51,-63,-12,W
48,-12,12,21,-30,-45,-21,18,-57,18,-30,30,-99,-141,-66,9,N
-75,36,51,129,-42,-69,-96,27,-21,96,33,57,-96,-63,-57,-63,L
24,15,36,141,-159,-180,-114,-54,0,150,-33,54,-138,-123,-96,-63,Q
-6,-6,57,201,-171,-150,-105,-27,18,117,-57,93,-114,-87,-12,-15,H
0,-27,72,150,-108,-120,-84,3,18,177,-39,57,-90,-18,-3,-27,Y
-24,-33,51,9,-30,-33,0,45,-21,69,-54,33,-75,-15,-78,-39,Z
9,-9,48,108,-81,-84,-78,21,-30,66,-27,75,-111,-132,-72,-27,Q
9,3,60,153,-156,-153,-117,-27,21,108,-24,81,-120,-114,-81,-57,I
3,-18,63,72,-102,-99,-42,9,9,93,-63,51,-96,-48,-66,-24,B
27,-9,45,78,-75,-99,-72,12,-33,84,-18,51,-129,-120,-87,-39,Q
15,-27,72,54,-60,-81,-27,33,-3,132,-60,30,-90,-21,-39,-3,F
0,-42,42,6,-15,-30,18,45,-36,90,-69,15,-75,3,-33,-3,Y
27,-42,24,-21,-9,-27,21,24,-27,81,-51,-3,-57,-18,-42,-6,U
15,-21,54,90,-69,-69,-51,30,-21,75,-51,63,-87,-84,-39,-0,X
-6,-3,51,135,-147,-132,-69,-24,18,114,-72,66,-96,-69,-45,-18,M
33,9,48,183,-180,-177,-135,-54,27,90,-3,81,-138,-135,-48,-42,Q
12,-9,63,102,-102,-132,-69,-15,24,162,-18,24,-108,-18,-27,-33,K
-24,33,72,228,-237,-234,-162,-72,54,141,-12,93,-171,-93,-78,-87,S
60,-21,60,81,-105,-108,-54,-0,12,90,-54,48,-93,-96,-39,15,M
3,-6,48,138,-135,-156,-72,-48,36,192,-36,21,-99,6,6,-27,W
12,-18,60,123,-84,-108,-66,9,-6,153,-39,42,-102,-30,-0,-6,V
27,-21,30,102,-120,-102,-60,-24,6,75,-60,60,-72,-81,-42,-18,Y
-12,18,78,192,-171,-192,-132,-36,36,180,-15,66,-144,-57,-45,-57,C
3,3,78,171,-159,-171,-111,-27,39,168,-30,63,-123,-54,-33,-36,H
-33,-3,66,147,-105,-99,-93,24,-15,81,-27,93,-123,-105,-69,-45,G
6,-15,39,63,-69,-72,-39,12,-18,69,-42,45,-90,-75,-60,-21,H
-36,-15,93,231,-159,-129,-114,24,9,141,-87,129,-102,-78,-15,-9,X
-21,-15,12,102,-120,-81,-21,-27,-3,63,-99,57,-57,-48,-21,-0,W
-9,-12,72,108,-81,-90,-66,30,-6,102,-36,63,-105,-54,-42,-21,I
-9,-3,48,147,-120,-117,-81,-9,-3,93,-33,69,-117,-81,-27,-21,U
33,-36,60,18,12,-15,-9,81,-57,63,-48,36,-84,-60,-33,24,I
-12,-12,42,138,-135,-120,-72,-21,6,111,-63,69,-93,-63,-42,-33,A
30,-42,108,90,-57,-90,-60,66,-6,174,-57,54,-102,-27,-33,-3,I
0,-18,84,180,-156,-129,-105,12,15,114,-87,114,-90,-81,-45,-18,I
18,-39,48,-9,-12,-36,12,39,-18,93,-48,3,-69,6,-36,-6,E
-6,-21,84,162,-120,-117,-99,18,15,141,-45,87,-96,-60,-33,-30,S
3,-30,60,111,-90,-99,-57,6,9,150,-48,45,-81,-15,-12,-21,X
9,-9,39,63,-60,-75,-36,12,-21,87,-42,33,-90,-57,-42,-9,U
24,-24,39,63,-60,-78,-21,12,-24,102,-54,24,-99,-42,-12,12,V
-9,-15,27,36,-66,-72,-21,-0,-18,84,-51,27,-84,-45,-78,-42,H
9,6,72,180,-162,-177,-123,-30,27,162,-27,69,-132,-69,-39,-42,C
54,-30,27,-39,-12,-51,6,18,-33,69,-24,-12,-96,-54,-75,-18,Q
-21,-9,48,57,-72,-78,-42,15,-12,75,-33,45,-102,-57,-87,-51,E
